DATAFLOW,AGEINGP: Age,SEXP: Sex,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G04_RA(1.0.0),58: 58,2: Females,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,0
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,0
ABS:C21_G04_RA(1.0.0),64: 64,2: Females,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,0
ABS:C21_G04_RA(1.0.0),0_4: 0-4 years,2: Females,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,69
ABS:C21_G04_RA(1.0.0),37: 37,2: Females,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,34
ABS:C21_G04_RA(1.0.0),13: 13,1: Males,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,2668
ABS:C21_G04_RA(1.0.0),17: 17,2: Females,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,2281
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,12233
ABS:C21_G04_RA(1.0.0),60: 60,2: Females,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,2370
ABS:C21_G04_RA(1.0.0),28: 28,2: Females,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,8
ABS:C21_G04_RA(1.0.0),34: 34,2: Females,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,6
ABS:C21_G04_RA(1.0.0),51: 51,3: Persons,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,7
ABS:C21_G04_RA(1.0.0),1: 1,2: Females,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),7: 7,2: Females,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,3: Persons,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),30: 30,3: Persons,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),62: 62,3: Persons,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),68: 68,3: Persons,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),65_69: 65-69 years,3: Persons,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),4: 4,3: Persons,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,5
ABS:C21_G04_RA(1.0.0),38: 38,3: Persons,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,4
ABS:C21_G04_RA(1.0.0),41: 41,3: Persons,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,7
ABS:C21_G04_RA(1.0.0),GE100: 100 years and over,1: Males,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),5: 5,1: Males,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),13: 13,2: Females,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,5
ABS:C21_G04_RA(1.0.0),19: 19,2: Females,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),53: 53,2: Females,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,5
ABS:C21_G04_RA(1.0.0),56: 56,2: Females,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),26: 26,2: Females,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,13
ABS:C21_G04_RA(1.0.0),44: 44,3: Persons,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,40
ABS:C21_G04_RA(1.0.0),17: 17,3: Persons,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,3: Persons,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),60: 60,3: Persons,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),68: 68,1: Males,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),0_4: 0-4 years,3: Persons,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),34: 34,3: Persons,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),41: 41,1: Males,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),47: 47,1: Males,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),75: 75,1: Males,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),79: 79,1: Males,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,1: Males,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),20_24: 20-24 years,1: Males,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,204734
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,3: Persons,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,475286
ABS:C21_G04_RA(1.0.0),57: 57,1: Males,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,35009
ABS:C21_G04_RA(1.0.0),70: 70,2: Females,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,26824
ABS:C21_G04_RA(1.0.0),70: 70,3: Persons,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,51096
ABS:C21_G04_RA(1.0.0),6: 6,3: Persons,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,18371
ABS:C21_G04_RA(1.0.0),30: 30,1: Males,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,8528
ABS:C21_G04_RA(1.0.0),36: 36,1: Males,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,8444
ABS:C21_G04_RA(1.0.0),44: 44,2: Females,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,8841
ABS:C21_G04_RA(1.0.0),44: 44,3: Persons,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,17024
ABS:C21_G04_RA(1.0.0),50_54: 50-54 years,2: Females,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,51322
ABS:C21_G04_RA(1.0.0),50_54: 50-54 years,3: Persons,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,99141
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,2: Females,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,8332
ABS:C21_G04_RA(1.0.0),10_14: 10-14 years,1: Males,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,12699
ABS:C21_G04_RA(1.0.0),17: 17,2: Females,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,2094
ABS:C21_G04_RA(1.0.0),17: 17,3: Persons,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,4293
ABS:C21_G04_RA(1.0.0),23: 23,2: Females,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,1657
ABS:C21_G04_RA(1.0.0),23: 23,3: Persons,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,3412
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,13919
ABS:C21_G04_RA(1.0.0),60: 60,2: Females,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,3100
ABS:C21_G04_RA(1.0.0),34: 34,2: Females,13: Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,172
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,2: Females,14: Very Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,230
ABS:C21_G04_RA(1.0.0),59: 59,3: Persons,14: Very Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,100
ABS:C21_G04_RA(1.0.0),65_69: 65-69 years,3: Persons,14: Very Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,396
ABS:C21_G04_RA(1.0.0),32: 32,3: Persons,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),38: 38,3: Persons,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),80_84: 80-84 years,1: Males,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),11: 11,3: Persons,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,77
ABS:C21_G04_RA(1.0.0),60: 60,2: Females,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,78
ABS:C21_G04_RA(1.0.0),62: 62,1: Males,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,102
ABS:C21_G04_RA(1.0.0),29: 29,2: Females,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,40942
ABS:C21_G04_RA(1.0.0),63: 63,3: Persons,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,49242
ABS:C21_G04_RA(1.0.0),69: 69,3: Persons,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,40853
ABS:C21_G04_RA(1.0.0),2: 2,2: Females,21: Inner Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,6511
ABS:C21_G04_RA(1.0.0),8: 8,2: Females,21: Inner Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,7258
ABS:C21_G04_RA(1.0.0),42: 42,3: Persons,21: Inner Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,13611
ABS:C21_G04_RA(1.0.0),66: 66,1: Males,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,1973
ABS:C21_G04_RA(1.0.0),65_69: 65-69 years,2: Females,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,9442
ABS:C21_G04_RA(1.0.0),70: 70,2: Females,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,1740
ABS:C21_G04_RA(1.0.0),6: 6,3: Persons,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,31
ABS:C21_G04_RA(1.0.0),38: 38,2: Females,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,13
ABS:C21_G04_RA(1.0.0),44: 44,2: Females,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,21
ABS:C21_G04_RA(1.0.0),44: 44,3: Persons,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,45
ABS:C21_G04_RA(1.0.0),50_54: 50-54 years,3: Persons,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,194
ABS:C21_G04_RA(1.0.0),57: 57,1: Males,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,34
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,2: Females,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,32
ABS:C21_G04_RA(1.0.0),17: 17,2: Females,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),17: 17,3: Persons,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),23: 23,3: Persons,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),30: 30,1: Males,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),36: 36,1: Males,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,6
ABS:C21_G04_RA(1.0.0),68: 68,1: Males,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),72: 72,2: Females,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),74: 74,1: Males,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),0_4: 0-4 years,3: Persons,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,414
ABS:C21_G04_RA(1.0.0),37: 37,2: Females,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,83
ABS:C21_G04_RA(1.0.0),45: 45,2: Females,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,61
ABS:C21_G04_RA(1.0.0),47: 47,1: Males,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,87
ABS:C21_G04_RA(1.0.0),26: 26,2: Females,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,24286
ABS:C21_G04_RA(1.0.0),26: 26,3: Persons,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,47989
ABS:C21_G04_RA(1.0.0),34: 34,1: Males,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,23139
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,1: Males,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,109170
ABS:C21_G04_RA(1.0.0),77: 77,1: Males,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,9659
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,2: Females,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,12243
ABS:C21_G04_RA(1.0.0),13: 13,1: Males,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,7239
ABS:C21_G04_RA(1.0.0),58: 58,2: Females,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,7270
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,35242
ABS:C21_G04_RA(1.0.0),68: 68,1: Males,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,6446
ABS:C21_G04_RA(1.0.0),28: 28,2: Females,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,4479
ABS:C21_G04_RA(1.0.0),31: 31,2: Females,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,4534
ABS:C21_G04_RA(1.0.0),34: 34,2: Females,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,4371
ABS:C21_G04_RA(1.0.0),41: 41,1: Males,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,4143
ABS:C21_G04_RA(1.0.0),1: 1,2: Females,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,456
ABS:C21_G04_RA(1.0.0),7: 7,2: Females,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,470
ABS:C21_G04_RA(1.0.0),5_9: 5-9 years,2: Females,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,2482
ABS:C21_G04_RA(1.0.0),10: 10,2: Females,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,444
ABS:C21_G04_RA(1.0.0),15_19: 15-19 years,1: Males,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,1997
ABS:C21_G04_RA(1.0.0),20: 20,1: Males,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,389
ABS:C21_G04_RA(1.0.0),21: 21,2: Females,34: Very Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,389
ABS:C21_G04_RA(1.0.0),GE100: 100 years and over,1: Males,34: Very Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),12: 12,2: Females,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),56: 56,1: Males,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),70_74: 70-74 years,3: Persons,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,1: Males,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,660
ABS:C21_G04_RA(1.0.0),35: 35,1: Males,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,146
ABS:C21_G04_RA(1.0.0),43: 43,3: Persons,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,165
ABS:C21_G04_RA(1.0.0),67: 67,1: Males,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,139
ABS:C21_G04_RA(1.0.0),73: 73,1: Males,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,92
ABS:C21_G04_RA(1.0.0),76: 76,1: Males,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,53
ABS:C21_G04_RA(1.0.0),85_89: 85-89 years,3: Persons,39: No usual address (Qld),RA: Remoteness Area,3: Queensland,2021,35
ABS:C21_G04_RA(1.0.0),23: 23,1: Males,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,9261
ABS:C21_G04_RA(1.0.0),29: 29,1: Males,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,9398
ABS:C21_G04_RA(1.0.0),33: 33,3: Persons,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,18951
ABS:C21_G04_RA(1.0.0),36: 36,3: Persons,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,19158
ABS:C21_G04_RA(1.0.0),39: 39,3: Persons,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,18204
ABS:C21_G04_RA(1.0.0),65_69: 65-69 years,2: Females,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,37514
ABS:C21_G04_RA(1.0.0),70: 70,2: Females,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,7197
ABS:C21_G04_RA(1.0.0),74: 74,2: Females,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,7077
ABS:C21_G04_RA(1.0.0),80_84: 80-84 years,2: Females,40: Major Cities of Australia (SA),RA: Remoteness Area,4: South Australia,2021,18573
ABS:C21_G04_RA(1.0.0),2: 2,1: Males,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,841
ABS:C21_G04_RA(1.0.0),6: 6,3: Persons,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,1818
ABS:C21_G04_RA(1.0.0),12: 12,3: Persons,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,2153
ABS:C21_G04_RA(1.0.0),10_14: 10-14 years,3: Persons,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,10665
ABS:C21_G04_RA(1.0.0),15: 15,3: Persons,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,2116
ABS:C21_G04_RA(1.0.0),44: 44,2: Females,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,979
ABS:C21_G04_RA(1.0.0),47: 47,2: Females,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,1016
ABS:C21_G04_RA(1.0.0),47: 47,3: Persons,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,2060
ABS:C21_G04_RA(1.0.0),53: 53,2: Females,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,1233
ABS:C21_G04_RA(1.0.0),53: 53,3: Persons,41: Inner Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,2400
ABS:C21_G04_RA(1.0.0),26: 26,2: Females,42: Outer Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,1078
ABS:C21_G04_RA(1.0.0),26: 26,3: Persons,42: Outer Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,2211
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,2: Females,42: Outer Regional Australia (SA),RA: Remoteness Area,4: South Australia,2021,1029
ABS:C21_G04_RA(1.0.0),4: 4,1: Males,43: Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,264
ABS:C21_G04_RA(1.0.0),17: 17,3: Persons,43: Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,439
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,43: Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,1491
ABS:C21_G04_RA(1.0.0),60: 60,2: Females,43: Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,322
ABS:C21_G04_RA(1.0.0),28: 28,2: Females,44: Very Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,102
ABS:C21_G04_RA(1.0.0),34: 34,2: Females,44: Very Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,100
ABS:C21_G04_RA(1.0.0),68: 68,3: Persons,44: Very Remote Australia (SA),RA: Remoteness Area,4: South Australia,2021,170
ABS:C21_G04_RA(1.0.0),1: 1,2: Females,45: Migratory - Offshore - Shipping (SA),RA: Remoteness Area,4: South Australia,2021,0
ABS:C21_G04_RA(1.0.0),7: 7,2: Females,45: Migratory - Offshore - Shipping (SA),RA: Remoteness Area,4: South Australia,2021,0
ABS:C21_G04_RA(1.0.0),41: 41,3: Persons,45: Migratory - Offshore - Shipping (SA),RA: Remoteness Area,4: South Australia,2021,0
ABS:C21_G04_RA(1.0.0),32: 32,3: Persons,49: No usual address (SA),RA: Remoteness Area,4: South Australia,2021,70
ABS:C21_G04_RA(1.0.0),64: 64,2: Females,49: No usual address (SA),RA: Remoteness Area,4: South Australia,2021,15
ABS:C21_G04_RA(1.0.0),74: 74,1: Males,49: No usual address (SA),RA: Remoteness Area,4: South Australia,2021,10
ABS:C21_G04_RA(1.0.0),70_74: 70-74 years,2: Females,49: No usual address (SA),RA: Remoteness Area,4: South Australia,2021,58
ABS:C21_G04_RA(1.0.0),80_84: 80-84 years,1: Males,49: No usual address (SA),RA: Remoteness Area,4: South Australia,2021,7
ABS:C21_G04_RA(1.0.0),GE100: 100 years and over,1: Males,49: No usual address (SA),RA: Remoteness Area,4: South Australia,2021,0
ABS:C21_G04_RA(1.0.0),8: 8,1: Males,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,13879
ABS:C21_G04_RA(1.0.0),35: 35,2: Females,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,16732
ABS:C21_G04_RA(1.0.0),41: 41,2: Females,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,14541
ABS:C21_G04_RA(1.0.0),45: 45,1: Males,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,13372
ABS:C21_G04_RA(1.0.0),49: 49,1: Males,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,14073
ABS:C21_G04_RA(1.0.0),51: 51,1: Males,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,13388
ABS:C21_G04_RA(1.0.0),59: 59,3: Persons,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,24329
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,1: Males,50: Major Cities of Australia (WA),RA: Remoteness Area,5: Western Australia,2021,60572
ABS:C21_G04_RA(1.0.0),19: 19,1: Males,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,1151
ABS:C21_G04_RA(1.0.0),15_19: 15-19 years,2: Females,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,6562
ABS:C21_G04_RA(1.0.0),22: 22,1: Males,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,1174
ABS:C21_G04_RA(1.0.0),28: 28,1: Males,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,1225
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,1: Males,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,5936
ABS:C21_G04_RA(1.0.0),32: 32,3: Persons,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,2684
ABS:C21_G04_RA(1.0.0),38: 38,3: Persons,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,3001
ABS:C21_G04_RA(1.0.0),75: 75,2: Females,51: Inner Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,973
ABS:C21_G04_RA(1.0.0),1: 1,1: Males,52: Outer Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,1015
ABS:C21_G04_RA(1.0.0),5: 5,3: Persons,52: Outer Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,2312
ABS:C21_G04_RA(1.0.0),11: 11,3: Persons,52: Outer Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,2450
ABS:C21_G04_RA(1.0.0),49: 49,2: Females,52: Outer Regional Australia (WA),RA: Remoteness Area,5: Western Australia,2021,1265
ABS:C21_G04_RA(1.0.0),16: 16,2: Females,53: Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,420
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,1: Males,53: Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,3599
ABS:C21_G04_RA(1.0.0),74: 74,3: Persons,53: Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,505
ABS:C21_G04_RA(1.0.0),80_84: 80-84 years,3: Persons,53: Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,1030
ABS:C21_G04_RA(1.0.0),3: 3,1: Males,54: Very Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,442
ABS:C21_G04_RA(1.0.0),9: 9,1: Males,54: Very Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,401
ABS:C21_G04_RA(1.0.0),47: 47,3: Persons,54: Very Remote Australia (WA),RA: Remoteness Area,5: Western Australia,2021,851
